src,dst,type,weight
com.rafsan.inventory.controller.sales.SalesController,com.rafsan.inventory.model.SalesModel,CALL,2
com.rafsan.inventory.controller.supplier.AddController,com.rafsan.inventory.interfaces.SupplierInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.supplier.AddController,com.rafsan.inventory.model.SupplierModel,FIELD,1
com.rafsan.inventory.controller.supplier.AddController,com.rafsan.inventory.model.SupplierModel,CALL,3
com.rafsan.inventory.controller.supplier.EditController,com.rafsan.inventory.interfaces.SupplierInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.supplier.EditController,com.rafsan.inventory.model.SupplierModel,FIELD,1
com.rafsan.inventory.controller.supplier.EditController,com.rafsan.inventory.entity.Supplier,FIELD,1
com.rafsan.inventory.controller.supplier.EditController,com.rafsan.inventory.entity.Supplier,CALL,4
com.rafsan.inventory.controller.supplier.EditController,com.rafsan.inventory.model.SupplierModel,CALL,2
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.interfaces.SupplierInterface,IMPLEMENTS,1
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.entity.Supplier,FIELD,3
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.model.SupplierModel,FIELD,1
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.model.SupplierModel,CALL,3
com.rafsan.inventory.controller.supplier.SupplierController,com.rafsan.inventory.controller.supplier.EditController,CALL,2
com.rafsan.inventory.entity.Invoice,com.rafsan.inventory.entity.Employee,FIELD,1
com.rafsan.inventory.entity.Product,com.rafsan.inventory.entity.Category,FIELD,1
com.rafsan.inventory.entity.Product,com.rafsan.inventory.entity.Supplier,FIELD,1
com.rafsan.inventory.entity.Purchase,com.rafsan.inventory.entity.Product,FIELD,1
com.rafsan.inventory.entity.Purchase,com.rafsan.inventory.entity.Supplier,FIELD,1
com.rafsan.inventory.entity.Sale,com.rafsan.inventory.entity.Invoice,FIELD,1
com.rafsan.inventory.entity.Sale,com.rafsan.inventory.entity.Product,FIELD,1
com.rafsan.inventory.interfaces.CategoryInterface,com.rafsan.inventory.entity.Category,FIELD,1
com.rafsan.inventory.interfaces.EmployeeInterface,com.rafsan.inventory.entity.Employee,FIELD,1
com.rafsan.inventory.interfaces.ProductInterface,com.rafsan.inventory.entity.Product,FIELD,1
com.rafsan.inventory.interfaces.PurchaseInterface,com.rafsan.inventory.entity.Purchase,FIELD,1
com.rafsan.inventory.interfaces.ReportInterface,com.rafsan.inventory.entity.Invoice,FIELD,1
com.rafsan.inventory.interfaces.SaleInterface,com.rafsan.inventory.entity.Sale,FIELD,1
com.rafsan.inventory.interfaces.SupplierInterface,com.rafsan.inventory.entity.Supplier,FIELD,1
