srcClass,srcMethod,dstClass,dstMethod
net.jforum.api.integration.mail.pop.POPConnector,openConnection,net.jforum.exceptions.MailException,<init>
net.jforum.api.integration.mail.pop.POPConnector,openConnection,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.api.integration.mail.pop.POPJobStarter,startJob,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.api.integration.mail.pop.POPJobStarter,stopJob,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.api.integration.mail.pop.POPConnector,closeConnection
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.api.integration.mail.pop.POPConnector,openConnection
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.api.integration.mail.pop.POPConnector,setMailIntegration
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.api.integration.mail.pop.POPParser,<init>
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.api.integration.mail.pop.POPParser,parseMessages
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.api.integration.mail.pop.POPPostAction,<init>
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.api.integration.mail.pop.POPPostAction,insertMessages
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.dao.DataAccessDriver,newMailIntegrationDAO
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.dao.MailIntegrationDAO,findAll
net.jforum.api.integration.mail.pop.POPListener,execute,net.jforum.util.preferences.SystemGlobals,getBoolValue
net.jforum.api.integration.mail.pop.POPListener,unknown,net.jforum.api.integration.mail.pop.POPConnector,<init>
net.jforum.api.integration.mail.pop.POPMessage,processParts,net.jforum.util.preferences.SystemGlobals,getBoolValue
net.jforum.api.integration.mail.pop.POPParser,parseMessages,net.jforum.api.integration.mail.pop.POPConnector,listMessages
net.jforum.api.integration.mail.pop.POPParser,parseMessages,net.jforum.api.integration.mail.pop.POPMessage,getSendDate
net.jforum.api.integration.mail.pop.POPParser,parseMessages,net.jforum.api.integration.mail.pop.POPMessage,getSender
net.jforum.api.integration.mail.pop.POPParser,parseMessages,net.jforum.api.integration.mail.pop.POPMessage,getSubject
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.JForumExecutionContext,getRequest
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.api.integration.mail.pop.POPMessage,getAttachments
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.api.integration.mail.pop.POPMessage,getListEmail
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.api.integration.mail.pop.POPMessage,getMessage
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.api.integration.mail.pop.POPMessage,getSubject
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.context.RequestContext,addParameter
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.entities.User,isBbCodeEnabled
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.entities.User,isHtmlEnabled
net.jforum.api.integration.mail.pop.POPPostAction,addDataToRequest,net.jforum.entities.User,isSmiliesEnabled
net.jforum.api.integration.mail.pop.POPPostAction,discoverForumId,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.api.integration.mail.pop.POPPostAction,discoverForumId,net.jforum.dao.DataAccessDriver,newForumDAO
net.jforum.api.integration.mail.pop.POPPostAction,discoverForumId,net.jforum.dao.ForumDAO,discoverForumId
net.jforum.api.integration.mail.pop.POPPostAction,discoverTopicId,net.jforum.api.integration.mail.pop.MessageId,getTopicId
net.jforum.api.integration.mail.pop.POPPostAction,discoverTopicId,net.jforum.api.integration.mail.pop.MessageId,parse
net.jforum.api.integration.mail.pop.POPPostAction,discoverTopicId,net.jforum.api.integration.mail.pop.POPMessage,getInReplyTo
net.jforum.api.integration.mail.pop.POPPostAction,findUser,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.api.integration.mail.pop.POPPostAction,findUser,net.jforum.dao.DataAccessDriver,newUserDAO
net.jforum.api.integration.mail.pop.POPPostAction,findUser,net.jforum.dao.UserDAO,findByEmail
net.jforum.api.integration.mail.pop.POPPostAction,insertMessage,net.jforum.JForumExecutionContext,getRequest
net.jforum.api.integration.mail.pop.POPPostAction,insertMessage,net.jforum.JForumExecutionContext,newSimpleHash
net.jforum.api.integration.mail.pop.POPPostAction,insertMessage,net.jforum.view.forum.PostAction,insertSave
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.JForumExecutionContext,finish
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.JForumExecutionContext,get
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.JForumExecutionContext,set
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.JForumExecutionContext,setForumContext
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.SessionFacade,add
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.SessionFacade,remove
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.SessionFacade,removeAttribute
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.SessionFacade,setAttribute
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.api.integration.mail.pop.POPMessage,getMessageNumber
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.api.integration.mail.pop.POPMessage,getSender
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.api.integration.mail.pop.POPMessage,getSubject
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.api.integration.mail.pop.POPParser,getMessages
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.context.JForumContext,<init>
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.context.RequestContext,getSessionContext
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.context.SessionContext,setAttribute
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.context.standard.StandardRequestContext,<init>
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.entities.User,getId
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.entities.UserSession,<init>
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.entities.UserSession,getUsername
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.entities.UserSession,setSessionId
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.entities.UserSession,setStartTime
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.entities.UserSession,setUserId
net.jforum.api.integration.mail.pop.POPPostAction,insertMessages,net.jforum.entities.UserSession,setUsername
net.jforum.api.rest.PostREST,addDataToRequest,net.jforum.JForumExecutionContext,getRequest
net.jforum.api.rest.PostREST,addDataToRequest,net.jforum.context.RequestContext,addParameter
net.jforum.api.rest.PostREST,addDataToRequest,net.jforum.entities.Post,getTopicId
net.jforum.api.rest.PostREST,addDataToRequest,net.jforum.entities.User,isBbCodeEnabled
net.jforum.api.rest.PostREST,addDataToRequest,net.jforum.entities.User,isHtmlEnabled
net.jforum.api.rest.PostREST,addDataToRequest,net.jforum.entities.User,isSmiliesEnabled
net.jforum.api.rest.PostREST,authenticate,net.jforum.api.rest.RESTAuthentication,<init>
net.jforum.api.rest.PostREST,authenticate,net.jforum.api.rest.RESTAuthentication,validateApiKey
net.jforum.api.rest.PostREST,authenticate,net.jforum.exceptions.APIException,<init>
net.jforum.api.rest.PostREST,insert,net.jforum.Command,setTemplateName
net.jforum.api.rest.PostREST,insert,net.jforum.JForumExecutionContext,getRedirectTo
net.jforum.api.rest.PostREST,insert,net.jforum.JForumExecutionContext,setRedirect
net.jforum.api.rest.PostREST,insert,net.jforum.SessionFacade,getUserSession
net.jforum.api.rest.PostREST,insert,net.jforum.SessionFacade,makeLogged
net.jforum.api.rest.PostREST,insert,net.jforum.SessionFacade,makeUnlogged
net.jforum.api.rest.PostREST,insert,net.jforum.SessionFacade,remove
net.jforum.api.rest.PostREST,insert,net.jforum.SessionFacade,removeAttribute
net.jforum.api.rest.PostREST,insert,net.jforum.SessionFacade,setAttribute
net.jforum.api.rest.PostREST,insert,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.api.rest.PostREST,insert,net.jforum.dao.DataAccessDriver,newUserDAO
net.jforum.api.rest.PostREST,insert,net.jforum.dao.UserDAO,findByEmail
net.jforum.api.rest.PostREST,insert,net.jforum.entities.Post,<init>
net.jforum.api.rest.PostREST,insert,net.jforum.entities.Post,setForumId
net.jforum.api.rest.PostREST,insert,net.jforum.entities.Post,setSubject
net.jforum.api.rest.PostREST,insert,net.jforum.entities.Post,setText
net.jforum.api.rest.PostREST,insert,net.jforum.entities.User,<init>
net.jforum.api.rest.PostREST,insert,net.jforum.entities.User,getId
net.jforum.api.rest.PostREST,insert,net.jforum.entities.User,getUsername
net.jforum.api.rest.PostREST,insert,net.jforum.entities.User,setId
net.jforum.api.rest.PostREST,insert,net.jforum.entities.User,setUsername
net.jforum.api.rest.PostREST,insert,net.jforum.entities.UserSession,getSessionId
net.jforum.api.rest.PostREST,insert,net.jforum.entities.UserSession,setStartTime
net.jforum.api.rest.PostREST,insert,net.jforum.entities.UserSession,setUserId
net.jforum.api.rest.PostREST,insert,net.jforum.entities.UserSession,setUsername
net.jforum.api.rest.PostREST,insert,net.jforum.util.I18n,getMessage
net.jforum.api.rest.PostREST,insert,net.jforum.util.preferences.SystemGlobals,getIntValue
net.jforum.api.rest.PostREST,insertMessage,net.jforum.JForumExecutionContext,getRequest
net.jforum.api.rest.PostREST,insertMessage,net.jforum.JForumExecutionContext,newSimpleHash
net.jforum.api.rest.PostREST,insertMessage,net.jforum.view.forum.PostAction,insertSave
net.jforum.api.rest.PostREST,list,net.jforum.Command,setTemplateName
net.jforum.api.rest.PostREST,process,net.jforum.JForumExecutionContext,setContentType
net.jforum.api.rest.PostREST,requiredRequestParameter,net.jforum.context.RequestContext,getParameter
net.jforum.api.rest.PostREST,requiredRequestParameter,net.jforum.exceptions.APIException,<init>
net.jforum.api.rest.RESTAuthentication,validateApiKey,net.jforum.dao.ApiDAO,isValid
net.jforum.api.rest.RESTAuthentication,validateApiKey,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.api.rest.RESTAuthentication,validateApiKey,net.jforum.dao.DataAccessDriver,newApiDAO
net.jforum.api.rest.UserREST,authenticate,net.jforum.api.rest.RESTAuthentication,<init>
net.jforum.api.rest.UserREST,authenticate,net.jforum.api.rest.RESTAuthentication,validateApiKey
net.jforum.api.rest.UserREST,authenticate,net.jforum.exceptions.APIException,<init>
net.jforum.api.rest.UserREST,insert,net.jforum.Command,setTemplateName
net.jforum.api.rest.UserREST,insert,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.api.rest.UserREST,insert,net.jforum.dao.DataAccessDriver,newUserDAO
net.jforum.api.rest.UserREST,insert,net.jforum.dao.UserDAO,addNew
net.jforum.api.rest.UserREST,insert,net.jforum.dao.UserDAO,findByEmail
net.jforum.api.rest.UserREST,insert,net.jforum.dao.UserDAO,isUsernameRegistered
net.jforum.api.rest.UserREST,insert,net.jforum.entities.User,<init>
net.jforum.api.rest.UserREST,insert,net.jforum.entities.User,setEmail
net.jforum.api.rest.UserREST,insert,net.jforum.entities.User,setPassword
net.jforum.api.rest.UserREST,insert,net.jforum.entities.User,setUsername
net.jforum.api.rest.UserREST,insert,net.jforum.exceptions.APIException,<init>
net.jforum.api.rest.UserREST,insert,net.jforum.repository.RegEmailRepository,canRegister
net.jforum.api.rest.UserREST,insert,net.jforum.util.I18n,getMessage
net.jforum.api.rest.UserREST,insert,net.jforum.util.preferences.SystemGlobals,getIntValue
net.jforum.api.rest.UserREST,list,net.jforum.Command,setTemplateName
net.jforum.api.rest.UserREST,list,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.api.rest.UserREST,list,net.jforum.dao.DataAccessDriver,newUserDAO
net.jforum.api.rest.UserREST,list,net.jforum.dao.UserDAO,selectAll
net.jforum.api.rest.UserREST,process,net.jforum.JForumExecutionContext,setContentType
net.jforum.api.rest.UserREST,requiredRequestParameter,net.jforum.context.RequestContext,getParameter
net.jforum.api.rest.UserREST,requiredRequestParameter,net.jforum.exceptions.APIException,<init>
net.jforum.cache.EhCacheEngine,init,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.cache.JBossCacheEngine,add,net.jforum.exceptions.CacheException,<init>
net.jforum.cache.JBossCacheEngine,get,net.jforum.exceptions.CacheException,<init>
net.jforum.cache.JBossCacheEngine,init,net.jforum.cache.JBossCacheListener,<init>
net.jforum.cache.JBossCacheEngine,init,net.jforum.exceptions.CacheException,<init>
net.jforum.cache.JBossCacheEngine,init,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.context.JForumContext,encodeURL,net.jforum.context.ResponseContext,encodeURL
net.jforum.context.JForumContext,unknown,net.jforum.context.RequestContext,getAttribute
net.jforum.context.standard.StandardRequestContext,unknown,net.jforum.context.standard.StandardSessionContext,<init>
net.jforum.context.web.WebRequestContext,getContextPath,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.context.web.WebRequestContext,handleMultipart,net.jforum.exceptions.MultipartHandlingException,<init>
net.jforum.context.web.WebRequestContext,handleMultipart,net.jforum.util.preferences.SystemGlobals,getApplicationPath
net.jforum.context.web.WebRequestContext,handleMultipart,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.context.web.WebRequestContext,parseFriendlyURL,net.jforum.UrlPattern,getSize
net.jforum.context.web.WebRequestContext,parseFriendlyURL,net.jforum.UrlPattern,getVars
net.jforum.context.web.WebRequestContext,parseFriendlyURL,net.jforum.UrlPatternCollection,findPattern
net.jforum.context.web.WebRequestContext,unknown,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.context.web.WebResponseContext,sendRedirect,net.jforum.util.preferences.SystemGlobals,getBoolValue
net.jforum.context.web.WebResponseContext,sendRedirect,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.csrf.CsrfFilter,getJForumMethodName,net.jforum.context.RequestContext,getAction
net.jforum.dao.DBVersionWorkarounder,buildPath,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.dao.DBVersionWorkarounder,ensureDaoClassIsCorrect,net.jforum.ConfigLoader,loadDaoImplementation
net.jforum.dao.DBVersionWorkarounder,ensureDaoClassIsCorrect,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.dao.DBVersionWorkarounder,ensureDaoClassIsCorrect,net.jforum.util.preferences.SystemGlobals,setValue
net.jforum.dao.DBVersionWorkarounder,fixDAODriver,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.dao.DBVersionWorkarounder,loadSqlQueries,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.dao.DBVersionWorkarounder,saveSqlQueries,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.dao.DBVersionWorkarounder,saveSqlQueries,net.jforum.util.preferences.SystemGlobals,loadQueries
net.jforum.dao.MySQLVersionWorkarounder,fixEncoding,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.dao.MySQLVersionWorkarounder,handleMySql40x,net.jforum.dao.DBVersionWorkarounder,buildPath
net.jforum.dao.MySQLVersionWorkarounder,handleMySql40x,net.jforum.dao.DBVersionWorkarounder,ensureDaoClassIsCorrect
net.jforum.dao.MySQLVersionWorkarounder,handleMySql40x,net.jforum.dao.DBVersionWorkarounder,loadSqlQueries
